X,Y,COND1,COND2,COND3,COND4,COND5,COND6
69.76882806,142.2411664,1.15803,10.23742,11.50761,10.5133,10.0284,9.57887
70.7655256,142.2411664,0.87428,10.32923,11.66994,10.68625,10.22619,9.73205
71.76222314,142.2411664,0.59053,10.42104,11.83227,10.85919,10.42399,9.88523
72.75892069,142.2411664,0.37028,10.41689,11.88292,10.93359,10.52121,9.96371
73.75561823,142.2411664,0.32939,10.14167,11.61807,10.7296,10.33428,9.83115
74.75231577,142.2411664,0.28851,9.86645,11.35323,10.5256,10.14735,9.69859
75.74901332,142.2411664,0.24762,9.59124,11.08838,10.32161,9.96042,9.56602
76.74571086,142.2411664,0.19527,9.33469,10.85992,10.15755,9.81988,9.46957
77.7424084,142.2411664,0.10817,9.13469,10.74164,10.11449,9.81985,9.4825
78.73910595,142.2411664,0.02107,8.93469,10.62336,10.07143,9.81982,9.49542
44.85138946,141.2394681,2.67364,13.08738,14.4174,12.86289,12.2703,11.19794
45.84808701,141.2394681,2.96535,14.29385,15.15489,13.15664,12.31438,11.15528
46.84478455,141.2394681,3.25705,15.50031,15.89237,13.4504,12.35847,11.11262
47.84148209,141.2394681,3.54876,16.70677,16.62985,13.74415,12.40255,11.06996
48.83817964,141.2394681,3.70042,17.26315,16.92706,13.81879,12.34434,10.9871
49.83487718,141.2394681,3.58137,16.56298,16.37323,13.4699,12.08839,10.82653
50.83157473,141.2394681,3.46233,15.86281,15.81941,13.121,11.83245,10.66596
51.82827227,141.2394681,3.34329,15.16264,15.26558,12.77211,11.5765,10.50539
52.82496981,141.2394681,3.01893,14.37891,14.66627,12.41079,11.32773,10.356
53.82166736,141.2394681,2.27338,13.42377,13.97362,12.02397,11.09365,10.22953
54.8183649,141.2394681,1.52782,12.46863,13.28097,11.63715,10.85957,10.10307
55.81506244,141.2394681,0.78226,11.51349,12.58832,11.25033,10.62549,9.9766
56.81175999,141.2394681,0.3226,10.86702,12.13017,11.00363,10.48657,9.9067
57.80845753,141.2394681,0.48622,10.8935,12.18327,11.06241,10.55511,9.96013
58.80515508,141.2394681,0.64985,10.91998,12.23636,11.12119,10.62365,10.01355
59.80185262,141.2394681,0.81348,10.94646,12.28945,11.17997,10.69218,10.06697
60.79855016,141.2394681,0.88723,10.95419,12.30798,11.20142,10.71773,10.08703
61.79524771,141.2394681,0.75247,10.91841,12.2463,11.13627,10.64355,10.02967
62.79194525,141.2394681,0.61771,10.88263,12.18462,11.07112,10.56937,9.9723
63.78864279,141.2394681,0.48295,10.84684,12.12294,11.00596,10.49519,9.91494
64.78534034,141.2394681,0.42238,10.75271,12.00793,10.90155,10.38652,9.83361
65.78203788,141.2394681,0.54527,10.51426,11.761,10.70003,10.19258,9.69303
66.77873542,141.2394681,0.66817,10.27582,11.51407,10.49852,9.99865,9.55244
67.77543297,141.2394681,0.79106,10.03738,11.26714,10.29701,9.80471,9.41186
68.77213051,141.2394681,0.85778,9.92416,11.15292,10.20561,9.71815,9.34956
69.76882806,141.2394681,0.77616,10.14159,11.38909,10.40497,9.91515,9.49397
70.7655256,141.2394681,0.69455,10.35902,11.62527,10.60434,10.11215,9.63838
71.76222314,141.2394681,0.61293,10.57645,11.86144,10.8037,10.30915,9.78278
72.75892069,141.2394681,0.54091,10.67356,11.97772,10.90805,10.41691,9.86318
73.75561823,141.2394681,0.49598,10.43076,11.7553,10.74399,10.27254,9.76276
74.75231577,141.2394681,0.45105,10.18797,11.53287,10.57993,10.12817,9.66234
75.74901332,141.2394681,0.40612,9.94517,11.31044,10.41587,9.9838,9.56191
76.74571086,141.2394681,0.34829,9.69598,11.1007,10.27379,9.86958,9.48616
77.7424084,141.2394681,0.25139,9.42743,10.9294,10.19828,9.84669,9.48514
78.73910595,141.2394681,0.15449,9.15888,10.7581,10.12276,9.8238,9.48411
79.73580349,141.2394681,0.05759,8.89032,10.5868,10.04725,9.80092,9.48309
43.85469192,140.2377697,7.44764,19.19074,17.10278,12.86655,10.57929,9.44227
44.85138946,140.2377697,5.74009,16.98792,16.27876,13.07109,11.45541,10.28977
45.84808701,140.2377697,4.79124,16.79387,16.34909,13.29176,11.79424,10.57493
46.84478455,140.2377697,3.84238,16.59982,16.41942,13.51242,12.13306,10.86008
47.84148209,140.2377697,2.89353,16.40577,16.48974,13.73308,12.47189,11.14524
48.83817964,140.2377697,2.31165,16.09623,16.37268,13.76003,12.59268,11.26246
49.83487718,140.2377697,2.43911,15.56342,15.89341,13.41253,12.29204,11.05509
50.83157473,140.2377697,2.56657,15.03062,15.41414,13.06504,11.9914,10.84773
51.82827227,140.2377697,2.69404,14.49782,14.93487,12.71754,11.69075,10.64036
52.82496981,140.2377697,2.60551,13.88397,14.41074,12.35696,11.39573,10.44276
53.82166736,140.2377697,2.07387,13.10384,13.79459,11.96953,11.11224,10.26521
54.8183649,140.2377697,1.54223,12.3237,13.17844,11.5821,10.82876,10.08766
55.81506244,140.2377697,1.01059,11.54357,12.56229,11.19467,10.54527,9.91011
